Type,Identification,Field,Locale,Market,Status,Default content,Translated content
ONLINE_STORE_THEME,202650288477,section.search.json.collapsible_content_qixFtd.collapsible_row_w6dpmt.row_content:za7sog6g5q1q,ru,,,"<p>Die Injektionslipolyse („Fett-weg-Spritze“) ist eine gezielte Methode zur Reduktion kleiner Fettdepots. Für eine sichere Heilung und ein optimales Ergebnis beachten Sie bitte folgende Nachsorgeempfehlungen:</p><p><br/></p><p>In den ersten 4–6 Stunden:</p><p> • Nicht berühren oder massieren: Die behandelten Bereiche können empfindlich reagieren – Reibung oder Druck vermeiden.</p><p> • Kein Make-up oder Pflegeprodukte auftragen: Besonders im Gesicht sollte die Haut ungestört heilen.</p><p> • Kein Wasserkontakt: Waschen oder Sprays bitte erst später verwenden.</p><p><br/></p><p>In den ersten 24 Stunden:</p><p> • Keine Hitze, kein Sport: Heiße Duschen, Sauna oder intensive Bewegung können Schwellungen fördern.</p><p> • Kein Alkohol: Alkohol erweitert die Gefäße und kann Nebenwirkungen verstärken.</p><p> • Keine Kühlung ohne Rücksprache: Leichte Schwellungen sind normal – nur bei Bedarf und nach ärztlicher Empfehlung kühlen.</p><p><br/></p><p>In den ersten 3 Tagen:</p><p> • Keine Massagen oder mechanische Behandlungen: Diese können den Behandlungseffekt stören.</p><p> • Nicht schwimmen oder baden: Schwimmbäder, Seen und Meerwasser erhöhen das Infektionsrisiko.</p><p> • Keine intensive Sonneneinstrahlung oder Solarium: UV-Strahlung kann zu Pigmentstörungen führen.</p><p><br/></p><p>In der ersten Woche:</p><p> • Keine weiteren ästhetischen Behandlungen: Laser, Microneedling oder Peelings sollten vermieden werden.</p><p> • Keine aggressive Hautpflege: Produkte mit Säuren, Retinol oder Alkohol können die Haut zusätzlich reizen.</p><p><br/></p><p>Ab dem 5.–7. Tag:</p><p> • Lymphdrainage oder sanfte Massagen: Unterstützende Massagen können den Abtransport gelöster Fettzellen fördern und das Ergebnis verbessern. Empfehlenswert ist ein Kurs von 3–5 Sitzungen, jeweils nach Rücksprache mit Ihrem Behandler.</p><p><br/></p><p>Gut zu wissen:</p><p>Schwellungen, Spannungsgefühl oder leichte Rötungen sind normale Reaktionen und klingen meist innerhalb weniger Tage ab. Bei Unsicherheiten oder ungewöhnlichen Symptomen wenden Sie sich bitte an Ihre behandelnde Fachkraft.</p>","<p>Инъекционная липолиз («жиросжигающий укол») является целенаправленным методом уменьшения небольших жировых отложений. Для безопасного заживления и</p><p>оптимального результата, пожалуйста, обратите внимание на следующие рекомендации по послеоперационному уходу:</p><p>В первые 4–6 часов:</p><p>• Не трогать и не массировать: Обработанные участки могут реагировать чувствительно – избегайте трения или давления.</p><p>• Никакого макияжа или уходовых средств: Особенно на лице кожа должна заживать без помех.</p><p>• Никакого контакта с водой: Мытьё или спреи используйте только позже. В первые 24 часа:</p><p>• Никакой жары, никакого спорта: Горячие души, сауна или интенсивные физические нагрузки могут способствовать отёкам.</p><p>• Никакого алкоголя: Алкоголь расширяет сосуды и может усилить побочные эффекты.</p><p>• Никакого охлаждения без консультации: Лёгкие отёки нормальны – охлаждать только при необходимости и по рекомендации врача.</p><p>В первые 3 дня:</p><p>• Никаких массажей или механических процедур: Они могут нарушить эффект лечения.</p><p>• Не плавать и не купаться: Бассейны, озёра и морская вода увеличивают риск инфекции.</p><p>• Никакого интенсивного солнечного света или солярия: УФ-излучение может привести к пигментационным нарушениям.</p><p>В первую неделю:</p><p>• Никаких других эстетических процедур: Лазеры, микронедлинг или пилинги следует избегать.</p><p>• Никакого агрессивного ухода за кожей: Продукты с кислотами, ретинолом или алкоголем могут дополнительно раздражать кожу.</p><p>С 5-го по 7-й день:</p><p>• Лимфодренаж или мягкие массажи: Поддерживающие массажи могут способствовать выведению растворённых жировых клеток и улучшить результат. Рекомендуется курс из 3–5 сеансов, каждый из которых следует согласовать с вашим лечащим врачом.</p><p>Хорошо знать:</p><p>Отёки, чувство напряжения или лёгкие покраснения являются нормальными реакциями и обычно проходят в течение нескольких дней. В случае сомнений или необычных симптомов, пожалуйста, обратитесь к вашему лечащему специалисту.</p>"
ONLINE_STORE_THEME,202650288477,section.search.json.newsletter_mNHRri.heading_xNc7nB.heading:690we40fakx2,ru,,,<strong>erhalten Sie exklusive Empfehlungen</strong>,Получите эксклюзивные рекомендации
ONLINE_STORE_THEME,202650288477,section.search.json.newsletter_mNHRri.paragraph_XQUagm.text:3c6woimpywu5o,ru,,,"<p>hinterlassen Sie Ihre E-Mail, um weitere Informationen zu erhalten</p>","<p>Оставьте свой адрес электронной почты, чтобы получить дополнительную информацию.</p>"
ONLINE_STORE_THEME,202650288477,section.sections/footer-group.json.footer.newsletter_heading:3mws8faawdff7,ru,,,Subscribe to our emails,Подпишитесь на нашу рассылку
ONLINE_STORE_THEME,202650288477,section.sections/footer-group.json.footer.link_list_ALFXAN.heading:1hy0s37dn93i0,ru,,,VIVA Ästhetik,
ONLINE_STORE_THEME,202650288477,section.sections/footer-group.json.footer.text_9qBfh3.heading:gpuq5nod8ij7,ru,,,Öffnungszeiten,Öffnungszeiten
ONLINE_STORE_THEME,202650288477,section.sections/footer-group.json.footer.text_9qBfh3.subtext:gpuwe4qug81u,ru,,,<p>Erstpatientenaufnahme:</p><p>Mittwochs und freitags von 14.00 Uhr bis 19.00 Uhr</p><p>(nur mit Terminvereinbarung)</p><p>Folgetermine:</p><p>Nach Vereinbarung</p>,<p>Первичный прием пациентов:<br/><br/> по средам и пятницам с 14:00 до 19:00 (только по предварительной записи). <br/><br/>Последующие приемы: <br/><br/>по договоренности.</p>
ONLINE_STORE_THEME,202650288477,section.sections/footer-group.json.footer.text_hxMjLc.heading:2zlckb0a3yezg,ru,,,Kontaktinformationen,Контактная информация
ONLINE_STORE_THEME,202650288477,section.sections/footer-group.json.footer.text_hxMjLc.subtext:2zlctnoc77qz1,ru,,,"<p>Telefon: +49 1799004902</p><p>E-Mail:</p><p>vivasthetik@gmail.com</p><p>Adresse: Kassel, Königstor 47,</p><p>34717</p>","<p>Телефон: +49 1799004902 <br/><br/>Электронная почта: vivasthetik@gmail.com <br/><br/>Адрес: Кассель, Königstor 47, 34717</p>"
ONLINE_STORE_THEME,202650288477,section.sections/footer-group.json.footer.image_RxhBjH.image:h79clagnrsab,ru,,,shopify://shop_images/20250901_1506_Belye_bukvy_remix_01k42brtagf4m8cxns71395ssx-removebg-preview.png,
ONLINE_STORE_THEME,202650288477,block.18384125943788576634.schedule_text,ru,,,Schedule your time,
ONLINE_STORE_THEME,202650288477,block.18384125943788576634.bundle_text,ru,,,Schedule your bundle,
